name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_cost
University of New England,Maine,ME,Private,4,13990.0,37620,51610,37620,51610,206440
University of New Hampshire,New Hampshire,NH,Public,4,11580.0,18499,30079,33879,45459,120316
University of New Hampshire at Manchester,New Hampshire,NH,Public,4,0.0,15265,15265,30635,30635,61060
University of New Haven,Connecticut,CT,Private,4,15900.0,39270,55170,39270,55170,220680
University of New Mexico,New Mexico,NM,Public,4,9864.0,5445,15309,26845,36709,61236
University of New Orleans,Louisiana,LA,Public,4,10575.0,9054,19629,13890,24465,78516
University of North Alabama,Alabama,AL,Public,4,9200.0,10370,19570,18680,27880,78280
University of North Carolina at Asheville,North Carolina,NC,Public,4,9106.0,7145,16251,23868,32974,65004
University of North Carolina at Chapel Hill,North Carolina,NC,Public,4,11190.0,8987,20177,35170,46360,80708
University of North Carolina at Charlotte,North Carolina,NC,Public,4,11100.0,7044,18144,20478,31578,72576
University of North Carolina at Greensboro,North Carolina,NC,Public,4,9038.0,7319,16357,22478,31516,65428
University of North Carolina at Pembroke,North Carolina,NC,Public,4,8924.0,3418,12342,7418,16342,49368
University of North Carolina at Wilmington,North Carolina,NC,Public,4,10686.0,7000,17686,21065,31751,70744
University of North Carolina School of the Arts,North Carolina,NC,Public,4,9021.0,9358,18379,25501,34522,73516
University of North Dakota,North Dakota,ND,Public,4,8974.0,8695,17669,20759,29733,70676
University of North Florida,Florida,FL,Public,4,9976.0,6394,16370,20112,30088,65480
University of North Georgia,Georgia,GA,Public,4,7876.0,7336,15212,21148,29024,60848
University of North Texas,Texas,TX,Public,4,9727.0,11250,20977,23700,33427,83908
University of Northern Colorado,Colorado,CO,Public,4,11204.0,9786,20990,21474,32678,83960
University of Northern Iowa,Iowa,IA,Public,4,8948.0,8938,17886,19480,28428,71544
University of Northwestern - St. Paul,Minnesota,MN,Private,4,9460.0,31540,41000,31540,41000,164000
University of Northwestern Ohio,Ohio,OH,Private,4,2850.0,10650,13500,10650,13500,54000
University of Notre Dame,Indiana,IN,Private,4,15410.0,53391,68801,53391,68801,275204
University of Oklahoma,Oklahoma,OK,Public,4,10994.0,11763,22757,27144,38138,91028
University of Oregon,Oregon,OR,Public,4,12963.0,11898,24861,35478,48441,99444
University of Pennsylvania,Pennsylvania,PA,Private,4,15616.0,55584,71200,55584,71200,284800
University of Pikeville,Kentucky,KY,Private,4,7800.0,20950,28750,20950,28750,115000
University of Pittsburgh,Pennsylvania,PA,Public,4,11050.0,19080,30130,32052,43102,120520
University of Pittsburgh at Bradford,Pennsylvania,PA,Public,4,9332.0,13900,23232,25144,34476,92928
University of Pittsburgh at Greensburg,Pennsylvania,PA,Public,4,0.0,13890,13890,25134,25134,55560
University of Pittsburgh at Johnstown,Pennsylvania,PA,Public,4,9980.0,13878,23858,25122,35102,95432
University of Pittsburgh at Titusville,Pennsylvania,PA,Public,2,10996.0,11788,22784,21532,32528,45568
University of Portland,Oregon,OR,Private,4,13450.0,45904,59354,45904,59354,237416
University of Puerto Rico: Aguadilla,,PR,Public,4,0.0,3594,3594,3594,3594,14376
University of Puerto Rico: Arecibo,,PR,Public,4,0.0,1769,1769,1987,1987,7076
University of Puerto Rico: Bayamon University College,,PR,Public,4,0.0,2022,2022,2022,2022,8088
University of Puerto Rico: Carolina Regional College,,PR,Public,4,0.0,6116,6116,6116,6116,24464
University of Puerto Rico: Humacao,,PR,Public,4,0.0,1794,1794,1794,1794,7176
University of Puerto Rico: Mayaguez,,PR,Public,4,0.0,2083,2083,4105,4105,8332
University of Puerto Rico: Medical Sciences,,PR,Public,4,0.0,2196,2196,2196,2196,8784
University of Puerto Rico: Ponce,,PR,Public,4,0.0,2261,2261,2261,2261,9044
University of Puerto Rico: Rio Piedras,,PR,Public,4,8751.0,3624,12375,5349,14100,49500
University of Puerto Rico: Utuado,,PR,Public,4,0.0,2266,2266,4287,4287,9064
University of Puget Sound,Washington,WA,Private,4,12540.0,49776,62316,49776,62316,249264
University of Redlands,California,CA,Private,4,14278.0,49504,63782,49504,63782,255128
University of Rhode Island,Rhode Island,RI,Public,4,12950.0,14138,27088,30862,43812,108352
University of Richmond,Virginia,VA,Private,4,12250.0,52610,64860,52610,64860,259440
University of Rio Grande,Ohio,OH,Private,4,11166.0,27470,38636,27470,38636,154544
University of Rochester,New York,NY,Private,4,15938.0,53926,69864,53926,69864,279456
University of Saint Francis,Indiana,IN,Private,4,9840.0,30615,40455,30615,40455,161820
University of Saint Joseph,Connecticut,CT,Private,4,11428.0,39173,50601,39173,50601,202404
University of San Diego,California,CA,Private,4,12980.0,49358,62338,49358,62338,249352
University of San Francisco,California,CA,Private,4,14830.0,48066,62896,48066,62896,251584
University of Science and Arts of Oklahoma,Oklahoma,OK,Public,4,6350.0,7215,13565,17565,23915,54260
University of Scranton,Pennsylvania,PA,Private,4,15182.0,44532,59714,44532,59714,238856
University of Sioux Falls,South Dakota,SD,Private,4,7350.0,18280,25630,18280,25630,102520
University of South Alabama,Alabama,AL,Public,4,7620.0,9870,17490,19740,27360,69960
University of South Carolina: Aiken,South Carolina,SC,Public,4,7766.0,10760,18526,21218,28984,74104
University of South Carolina: Beaufort,South Carolina,SC,Public,4,0.0,10680,10680,21726,21726,42720
University of South Carolina: Columbia,South Carolina,SC,Public,4,0.0,12616,12616,33298,33298,50464
University of South Carolina: Lancaster,South Carolina,SC,Public,2,0.0,7558,7558,18238,18238,15116
University of South Carolina: Salkehatchie,South Carolina,SC,Public,2,0.0,7558,7558,18238,18238,15116
University of South Carolina: Sumter,South Carolina,SC,Public,2,0.0,7558,7558,18238,18238,15116
University of South Carolina: Union,South Carolina,SC,Public,2,0.0,7558,7558,18238,18238,15116
University of South Carolina: Upstate,South Carolina,SC,Public,4,9480.0,11763,21243,23265,32745,84972
University of South Dakota,South Dakota,SD,Public,4,8216.0,9061,17277,12425,20641,69108
University of South Florida,Florida,FL,Public,4,11610.0,6410,18020,17324,28934,72080
University of South Florida: Saint Petersburg,Florida,FL,Public,4,11610.0,5821,17431,16735,28345,69724
University of South Florida: Sarasota-Manatee,Florida,FL,Public,4,0.0,5587,5587,16502,16502,22348
University of Southern California,California,CA,Private,4,15395.0,56225,71620,56225,71620,286480
University of Southern Indiana,Indiana,IN,Public,4,8838.0,7970,16808,18626,27464,67232
University of Southern Maine,Maine,ME,Public,4,9450.0,9520,18970,22780,32230,75880
University of Southern Mississippi,Mississippi,MS,Public,4,9857.0,8734,18591,10734,20591,74364
University of St. Francis,Illinois,IL,Private,4,9544.0,32320,41864,32320,41864,167456
University of St. Mary,Kansas,KS,Private,4,8140.0,28810,36950,28810,36950,147800
University of St. Thomas,Texas,TX,Private,4,9070.0,33580,42650,33580,42650,170600
University of St. Thomas,Minnesota,MN,Private,4,10412.0,42736,53148,42736,53148,212592
University of Tampa,Florida,FL,Private,4,10810.0,29208,40018,29208,40018,160072
University of Tennessee: Chattanooga,Tennessee,TN,Public,4,9050.0,8664,17714,24782,33832,70856
University of Tennessee: Knoxville,Tennessee,TN,Public,4,11240.0,13006,24246,31196,42436,96984
University of Tennessee: Martin,Tennessee,TN,Public,4,6164.0,9512,15676,15552,21716,62704
University of Texas at Arlington,Texas,TX,Public,4,10302.0,10250,20552,25134,35436,82208
University of Texas at Austin,Texas,TX,Public,4,10804.0,10606,21410,37480,48284,85640
University of Texas at Dallas,Texas,TX,Public,4,11532.0,13034,24566,36876,48408,98264
University of Texas at El Paso,Texas,TX,Public,4,5040.0,7998,13038,22529,27569,52152
University of Texas at San Antonio,Texas,TX,Public,4,11578.0,9900,21478,24262,35840,85912
University of Texas at Tyler,Texas,TX,Public,4,9502.0,8292,17794,21522,31024,71176
University of Texas Health Science Center at Houston,Texas,TX,Public,4,0.0,6380,6380,27710,27710,25520
University of Texas Medical Branch at Galveston,Texas,TX,Public,4,0.0,7721,7721,20258,20258,30884
University of Texas of the Permian Basin,Texas,TX,Public,4,9846.0,7124,16970,19574,29420,67880
University Of Texas Rio Grande Valley,Texas,TX,Public,4,8124.0,7813,15937,20263,28387,63748
University of the Arts,Pennsylvania,PA,Private,4,16322.0,44780,61102,44780,61102,244408
University of the Cumberlands,Kentucky,KY,Private,4,9000.0,23000,32000,23000,32000,128000
University of the District of Columbia,,DC,Public,4,16425.0,8252,24677,16388,32813,98708
University of the Incarnate Word,Texas,TX,Private,4,12716.0,31484,44200,31484,44200,176800
University of the Ozarks,Arkansas,AR,Private,4,7400.0,24230,31630,24230,31630,126520
University of the Pacific,California,CA,Private,4,13650.0,48040,61690,48040,61690,246760
University of the Sciences,Pennsylvania,PA,Private,4,15938.0,25000,40938,25000,40938,163752
University of the Southwest,New Mexico,NM,Private,4,8220.0,16000,24220,16000,24220,96880
University of the Virgin Islands,,VI,Public,4,9900.0,5235,15135,14496,24396,60540
University of the West,California,CA,Private,4,7764.0,15440,23204,15440,23204,92816
University of Toledo,Ohio,OH,Public,4,11434.0,9795,21229,19133,30567,84916
University of Tulsa,Oklahoma,OK,Private,4,11116.0,41509,52625,41509,52625,210500
University of Utah,Utah,UT,Public,4,10262.0,9222,19484,29215,39477,77936
University of Valley Forge,Pennsylvania,PA,Private,4,9886.0,21238,31124,21238,31124,124496
University of Vermont,Vermont,VT,Public,4,12462.0,18276,30738,42516,54978,122952
University of Virginia,Virginia,VA,Public,4,11590.0,17564,29154,48465,60055,116616
University of Virginia's College at Wise,Virginia,VA,Public,4,10438.0,10119,20557,27176,37614,82228
University of Washington,Washington,WA,Public,4,12798.0,11517,24315,36898,49696,97260
University of Washington Bothell,Washington,WA,Public,4,11877.0,11138,23015,36519,48396,92060
University of Washington Tacoma,Washington,WA,Public,4,11028.0,11361,22389,36742,47770,89556
University of West Alabama,Alabama,AL,Public,4,8116.0,10040,18156,18490,26606,72624
University of West Florida,Florida,FL,Public,4,9942.0,6360,16302,18628,28570,65208
University of West Georgia,Georgia,GA,Public,4,10918.0,7292,18210,20774,31692,72840
University of Wisconsin-Baraboo/Sauk County,Wisconsin,WI,Public,2,0.0,5237,5237,12808,12808,10474
University of Wisconsin-Barron County,Wisconsin,WI,Public,2,0.0,5222,5222,12793,12793,10444
University of Wisconsin-Eau Claire,Wisconsin,WI,Public,4,7813.0,8820,16633,17096,24909,66532
University of Wisconsin-Fond du Lac,Wisconsin,WI,Public,2,0.0,5234,5234,12805,12805,10468
University of Wisconsin-Green Bay,Wisconsin,WI,Public,4,6609.0,7878,14487,15728,22337,57948
University of Wisconsin-La Crosse,Wisconsin,WI,Public,4,6331.0,9106,15437,17924,24255,61748
University of Wisconsin-Madison,Wisconsin,WI,Public,4,11114.0,10555,21669,36805,47919,86676
University of Wisconsin-Marathon County,Wisconsin,WI,Public,2,5236.0,5174,10410,12746,17982,20820
University of Wisconsin-Marinette,Wisconsin,WI,Public,2,4743.0,5145,9888,12717,17460,19776
University of Wisconsin-Marshfield/Wood County,Wisconsin,WI,Public,2,0.0,5136,5136,12708,12708,10272
University of Wisconsin-Milwaukee,Wisconsin,WI,Public,4,10728.0,11084,21812,22364,33092,87248
University of Wisconsin-Oshkosh,Wisconsin,WI,Public,4,7448.0,8820,16268,16393,23841,65072
University of Wisconsin-Parkside,Wisconsin,WI,Public,4,8026.0,7529,15555,15518,23544,62220
University of Wisconsin-Platteville,Wisconsin,WI,Public,4,7580.0,7571,15151,15421,23001,60604
University of Wisconsin-River Falls,Wisconsin,WI,Public,4,6513.0,7862,14375,15435,21948,57500
University of Wisconsin-Stevens Point,Wisconsin,WI,Public,4,7522.0,8088,15610,16355,23877,62440
University of Wisconsin-Stout,Wisconsin,WI,Public,4,6924.0,9457,16381,17423,24347,65524
University of Wisconsin-Superior,Wisconsin,WI,Public,4,6792.0,8126,14918,15699,22491,59672
University of Wisconsin-Washington County,Wisconsin,WI,Public,2,0.0,5118,5118,12690,12690,10236
University of Wisconsin-Waukesha,Wisconsin,WI,Public,2,0.0,5148,5148,12719,12719,10296
University of Wisconsin-Whitewater,Wisconsin,WI,Public,4,6786.0,7692,14478,16265,23051,57912
University of Wyoming,Wyoming,WY,Public,4,10320.0,5400,15720,17490,27810,62880
Upper Iowa University,Iowa,IA,Private,4,8454.0,30450,38904,30450,38904,155616
Urban College of Boston,Massachusetts,MA,Private,2,0.0,11150,11150,11150,11150,22300
Urbana University,Ohio,OH,Private,4,9998.0,23700,33698,23700,33698,134792
Ursinus College,Pennsylvania,PA,Private,4,12750.0,52050,64800,52050,64800,259200
Ursuline College,Ohio,OH,Private,4,10776.0,32390,43166,32390,43166,172664
Utah State University,Utah,UT,Public,4,6400.0,7424,13824,21505,27905,55296
Utah Valley University,Utah,UT,Public,4,0.0,5726,5726,16296,16296,22904
Utica College,New York,NY,Private,4,11248.0,21382,32630,21382,32630,130520
UW Colleges Fox Valley,Wisconsin,WI,Public,2,0.0,5060,5060,12632,12632,10120
UW Colleges Manitowoc,Wisconsin,WI,Public,2,0.0,5156,5156,12728,12728,10312
UW Colleges Richland,Wisconsin,WI,Public,2,0.0,5347,5347,12918,12918,10694
UW Colleges Rock County,Wisconsin,WI,Public,2,0.0,5132,5132,12703,12703,10264
UW Colleges Sheboygan,Wisconsin,WI,Public,2,0.0,5132,5132,12703,12703,10264
Valdosta State University,Georgia,GA,Public,4,8110.0,7476,15586,20958,29068,62344
Valencia College,Florida,FL,Public,2,0.0,3366,3366,12828,12828,6732
Valley City State University,North Dakota,ND,Public,4,6446.0,7626,14072,17166,23612,56288
Valley Forge Military College,Pennsylvania,PA,Private,2,16600.0,29975,46575,29975,46575,93150
Valparaiso University,Indiana,IN,Private,4,11860.0,40260,52120,40260,52120,208480
Vance-Granville Community College,North Carolina,NC,Public,2,0.0,2409,2409,8169,8169,4818
Vanderbilt University,Tennessee,TN,Private,4,16234.0,49816,66050,49816,66050,264200
VanderCook College of Music,Illinois,IL,Private,4,13192.0,28434,41626,28434,41626,166504
Vanguard University of Southern California,California,CA,Private,4,10520.0,33700,44220,33700,44220,176880
Vassar College,New York,NY,Private,4,13550.0,56960,70510,56960,70510,282040
Vaughn College of Aeronautics and Technology,New York,NY,Private,4,14550.0,25710,40260,25710,40260,161040
Ventura College,California,CA,Public,2,0.0,1418,1418,9218,9218,2836
Vermilion Community College,Minnesota,MN,Public,2,6290.0,5324,11614,6506,12796,23228
Vermont Technical College,Vermont,VT,Public,4,10598.0,15108,25706,27780,38378,102824
Vernon College,Texas,TX,Public,2,4096.0,3000,7096,6300,10396,14192
Victor Valley College,California,CA,Public,2,5418.0,1402,6820,9142,14560,13640
Victoria College,Texas,TX,Public,2,0.0,2790,2790,5040,5040,5580
Villa Maria College of Buffalo,New York,NY,Private,4,0.0,22600,22600,22600,22600,90400
Villanova University,Pennsylvania,PA,Private,4,14020.0,53308,67328,53308,67328,269312
Vincennes University,Indiana,IN,Public,2,9990.0,5902,15892,13959,23949,31784
Virginia Baptist College,Virginia,VA,Private,4,0.0,5800,5800,5800,5800,23200
Virginia Commonwealth University,Virginia,VA,Public,4,10428.0,14490,24918,35138,45566,99672
Virginia Highlands Community College,Virginia,VA,Public,2,0.0,4710,4710,10638,10638,9420
Virginia Marti College of Art and Design,Ohio,OH,For Profit,2,0.0,20700,20700,20700,20700,41400
Virginia Military Institute,Virginia,VA,Public,4,9428.0,18862,28290,45706,55134,113160
Virginia Polytechnic Institute and State University,Virginia,VA,Public,4,8934.0,13620,22554,31304,40238,90216
Virginia State University,Virginia,VA,Public,4,11208.0,9056,20264,19576,30784,81056
Virginia Union University,Virginia,VA,Private,4,8598.0,17448,26046,17448,26046,104184
Virginia University of Lynchburg,Virginia,VA,Private,4,9400.0,9000,18400,9000,18400,73600
Virginia Wesleyan University,Virginia,VA,Private,4,9256.0,36660,45916,36660,45916,183664
Virginia Western Community College,Virginia,VA,Public,2,0.0,5355,5355,11283,11283,10710
Visible Music College,Tennessee,TN,Private,4,6000.0,19500,25500,19500,25500,102000
Viterbo University,Wisconsin,WI,Private,4,9060.0,27970,37030,27970,37030,148120
Volunteer State Community College,Tennessee,TN,Public,2,0.0,4229,4229,16517,16517,8458
Voorhees College,South Carolina,SC,Private,4,7346.0,12630,19976,12630,19976,79904
W.L. Bonner Bible College,South Carolina,SC,Private,4,2576.0,8868,11444,8868,11444,45776
Wabash College,Indiana,IN,Private,4,10050.0,43450,53500,43450,53500,214000
Wade College,Texas,TX,For Profit,2,0.0,16650,16650,16650,16650,33300
Wagner College,New York,NY,Private,4,14124.0,47090,61214,47090,61214,244856
Wake Forest University,North Carolina,NC,Private,4,16032.0,53322,69354,53322,69354,277416
Wake Technical Community College,North Carolina,NC,Public,2,0.0,2610,2610,8370,8370,5220
Walden University,Minnesota,MN,For Profit,4,0.0,15045,15045,15045,15045,60180
Waldorf University,Iowa,IA,Private,4,7524.0,22076,29600,22076,29600,118400
Walla Walla Community College,Washington,WA,Public,2,0.0,5041,5041,6319,6319,10082
Walla Walla University,Washington,WA,Private,4,4275.0,28035,32310,28035,32310,129240
Wallace State Community College at Hanceville,Alabama,AL,Public,2,4600.0,4740,9340,8610,13210,18680
